match_id,map_name,map_number,team1,team2,pistol1_winner,pistol2_winner
2387000,Ancient,2,CYBERSHOKE,SINNERS,CYBERSHOKE,CYBERSHOKE
2386895,Nuke,1,CYBERSHOKE,Sangal,Sangal,Sangal
2386895,Mirage,2,CYBERSHOKE,Sangal,Sangal,Sangal
2386998,Mirage,1,Johnny Speeds,Sangal,Sangal,Johnny Speeds
2386998,Overpass,2,Johnny Speeds,Sangal,Sangal,Sangal
2386606,Inferno,1,RED Canids,Gaimin Gladiators,RED Canids,Gaimin Gladiators
2386606,Nuke,2,RED Canids,Gaimin Gladiators,RED Canids,Gaimin Gladiators
2386606,Overpass,3,RED Canids,Gaimin Gladiators,Gaimin Gladiators,RED Canids
2386809,Mirage,1,FURIA,Natus Vincere,Natus Vincere,FURIA
2386809,Inferno,2,FURIA,Natus Vincere,Natus Vincere,FURIA
2386809,Nuke,3,FURIA,Natus Vincere,Natus Vincere,FURIA
2386809,Dust2,4,FURIA,Natus Vincere,Natus Vincere,FURIA
2386809,Train,5,FURIA,Natus Vincere,FURIA,FURIA
2386752,Dust2,1,Nemiga,ENCE,Nemiga,Nemiga
2386752,Inferno,2,Nemiga,ENCE,Nemiga,Nemiga
2386751,Train,1,ENCE,1win,ENCE,1win
2386751,Ancient,2,ENCE,1win,ENCE,1win
2386751,Dust2,3,ENCE,1win,ENCE,1win
2386808,Inferno,1,Aurora,The MongolZ,Aurora,The MongolZ
2386808,Mirage,2,Aurora,The MongolZ,The MongolZ,The MongolZ
2386808,Nuke,3,Aurora,The MongolZ,The MongolZ,Aurora
2386750,Train,1,9INE,Nemiga,Nemiga,9INE
2386750,Inferno,2,9INE,Nemiga,9INE,9INE
2386750,Ancient,3,9INE,Nemiga,9INE,Nemiga
2386848,Nuke,1,3DMAX,Legacy,Legacy,Legacy
2386848,Dust2,2,3DMAX,Legacy,3DMAX,Legacy
2386848,Inferno,3,3DMAX,Legacy,3DMAX,3DMAX
2386848,Train,4,3DMAX,Legacy,3DMAX,Legacy
2386848,Ancient,5,3DMAX,Legacy,Legacy,3DMAX
2386847,Mirage,1,Liquid,HEROIC,Liquid,Liquid
2386847,Dust2,2,Liquid,HEROIC,Liquid,Liquid
2386715,Train,1,Bounty Hunters,Sharks,Sharks,Sharks
2386715,Mirage,2,Bounty Hunters,Sharks,Sharks,Bounty Hunters
2386713,Nuke,1,Fake do Biru,Sharks,Fake do Biru,Fake do Biru
2386713,Mirage,2,Fake do Biru,Sharks,Sharks,Sharks
2386807,Mirage,1,Natus Vincere,The MongolZ,Natus Vincere,The MongolZ
2386807,Nuke,2,Natus Vincere,The MongolZ,Natus Vincere,The MongolZ
2386807,Ancient,3,Natus Vincere,The MongolZ,Natus Vincere,Natus Vincere
2386748,Inferno,1,BIG,1win,BIG,1win
2386748,Overpass,2,BIG,1win,BIG,BIG
2386806,Train,1,FURIA,Aurora,FURIA,FURIA
2386806,Overpass,2,FURIA,Aurora,FURIA,FURIA
2386846,Dust2,1,HEROIC,Legacy,HEROIC,HEROIC
2386846,Ancient,2,HEROIC,Legacy,HEROIC,Legacy
2386846,Inferno,3,HEROIC,Legacy,Legacy,HEROIC
2386746,Ancient,1,Nemiga,Nuclear TigeRES,Nuclear TigeRES,Nuclear TigeRES
2386746,Train,2,Nemiga,Nuclear TigeRES,Nemiga,Nemiga
2386746,Dust2,3,Nemiga,Nuclear TigeRES,Nemiga,Nuclear TigeRES
2386845,Dust2,1,Liquid,3DMAX,3DMAX,Liquid
2386845,Nuke,2,Liquid,3DMAX,Liquid,3DMAX
2386845,Inferno,3,Liquid,3DMAX,3DMAX,3DMAX
2386573,Overpass,1,Alliance,Johnny Speeds,Alliance,Johnny Speeds
2386573,Inferno,2,Alliance,Johnny Speeds,Alliance,Alliance
2386530,Ancient,1,The Huns,Rare Atom,The Huns,Rare Atom
2386530,Dust2,2,The Huns,Rare Atom,Rare Atom,Rare Atom
2386530,Mirage,3,The Huns,Rare Atom,Rare Atom,Rare Atom
2386804,Nuke,1,The MongolZ,9z,9z,9z
2386804,Ancient,2,The MongolZ,9z,9z,The MongolZ
2386844,Mirage,1,Legacy,FUT,Legacy,FUT
2386844,Inferno,2,Legacy,FUT,FUT,Legacy
2386844,Dust2,3,Legacy,FUT,Legacy,Legacy
2386742,Dust2,1,FAVBET,1win,1win,1win
2386742,Inferno,2,FAVBET,1win,FAVBET,1win
2386843,Inferno,1,fnatic,3DMAX,3DMAX,3DMAX
2386843,Train,2,fnatic,3DMAX,3DMAX,fnatic
2386843,Dust2,3,fnatic,3DMAX,3DMAX,3DMAX
2386603,Mirage,1,ODDIK,Gaimin Gladiators,ODDIK,ODDIK
2386603,Overpass,2,ODDIK,Gaimin Gladiators,Gaimin Gladiators,ODDIK
2386603,Train,3,ODDIK,Gaimin Gladiators,Gaimin Gladiators,ODDIK
2386802,Nuke,1,Natus Vincere,Aurora,Aurora,Aurora
2386802,Mirage,2,Natus Vincere,Aurora,Aurora,Natus Vincere
2386802,Dust2,3,Natus Vincere,Aurora,Aurora,Aurora
2386705,Mirage,1,RED Canids,Bounty Hunters,Bounty Hunters,RED Canids
2386705,Nuke,2,RED Canids,Bounty Hunters,Bounty Hunters,RED Canids
2386801,Train,1,OG,9z,OG,9z
2386801,Nuke,2,OG,9z,9z,OG
2386801,Ancient,3,OG,9z,9z,OG
2386740,Ancient,1,1win,UNiTY,UNiTY,UNiTY
2386740,Dust2,2,1win,UNiTY,1win,UNiTY
2386740,Train,3,1win,UNiTY,UNiTY,1win
2386834,Overpass,1,Virtus.pro,3DMAX,Virtus.pro,Virtus.pro
2386834,Inferno,2,Virtus.pro,3DMAX,Virtus.pro,3DMAX
2386834,Train,3,Virtus.pro,3DMAX,3DMAX,Virtus.pro
2386842,Ancient,1,FUT,FaZe,FUT,FaZe
2386842,Mirage,2,FUT,FaZe,FaZe,FUT
2386842,Dust2,3,FUT,FaZe,FUT,FUT
2386800,Dust2,1,FURIA,The MongolZ,The MongolZ,FURIA
2386800,Mirage,2,FURIA,The MongolZ,The MongolZ,The MongolZ
2386841,Inferno,1,fnatic,HEROIC,fnatic,HEROIC
2386841,Dust2,2,fnatic,HEROIC,fnatic,HEROIC
2386841,Mirage,3,fnatic,HEROIC,fnatic,HEROIC
2386833,Mirage,1,Liquid,Legacy,Liquid,Legacy
2386833,Dust2,2,Liquid,Legacy,Liquid,Legacy
2386833,Inferno,3,Liquid,Legacy,Liquid,Legacy
2386840,Nuke,1,FaZe,TYLOO,FaZe,FaZe
2386840,Inferno,2,FaZe,TYLOO,FaZe,FaZe
2386840,Mirage,3,FaZe,TYLOO,TYLOO,FaZe
2386839,Mirage,1,paiN,FUT,FUT,paiN
2386839,Dust2,2,paiN,FUT,FUT,FUT
2386602,Nuke,1,ODDIK,ShindeN,ODDIK,ShindeN
2386602,Overpass,2,ODDIK,ShindeN,ODDIK,ODDIK
2386602,Ancient,3,ODDIK,ShindeN,ODDIK,ShindeN
2386570,Overpass,1,Sangal,Johnny Speeds,Johnny Speeds,Johnny Speeds
2386570,Inferno,2,Sangal,Johnny Speeds,Sangal,Johnny Speeds
2386570,Train,3,Sangal,Johnny Speeds,Sangal,Sangal
2386798,Mirage,1,Natus Vincere,Imperial,Imperial,Imperial
2386798,Nuke,2,Natus Vincere,Imperial,Natus Vincere,Natus Vincere
2386798,Dust2,3,Natus Vincere,Imperial,Imperial,Imperial
2386528,Ancient,1,The Huns,Rare Atom,Rare Atom,Rare Atom
2386528,Mirage,2,The Huns,Rare Atom,The Huns,Rare Atom
2386797,Dust2,1,The MongolZ,9z,The MongolZ,The MongolZ
2386797,Ancient,2,The MongolZ,9z,The MongolZ,The MongolZ
2386832,Dust2,1,Lynn Vision,3DMAX,3DMAX,Lynn Vision
2386832,Inferno,2,Lynn Vision,3DMAX,Lynn Vision,3DMAX
2386831,Ancient,1,Virtus.pro,MIBR,MIBR,Virtus.pro
2386831,Train,2,Virtus.pro,MIBR,MIBR,MIBR
2386796,Nuke,1,FURIA,OG,FURIA,OG
2386796,Inferno,2,FURIA,OG,OG,FURIA
2386837,Train,1,fnatic,TYLOO,TYLOO,TYLOO
2386837,Inferno,2,fnatic,TYLOO,TYLOO,fnatic
2386838,Ancient,1,FUT,HEROIC,FUT,HEROIC
2386838,Overpass,2,FUT,HEROIC,FUT,FUT
2386836,Dust2,1,FaZe,B8,B8,FaZe
2386836,Mirage,2,FaZe,B8,B8,FaZe
2386836,Ancient,3,FaZe,B8,FaZe,FaZe
2386835,Ancient,1,paiN,Fluxo,Fluxo,Fluxo
2386835,Nuke,2,paiN,Fluxo,Fluxo,paiN
2386835,Inferno,3,paiN,Fluxo,paiN,paiN
2386628,Train,1,Marsborne,Wildcard,Marsborne,Marsborne
2386628,Mirage,2,Marsborne,Wildcard,Marsborne,Marsborne
2386599,Inferno,1,Gaimin Gladiators,Fake do Biru,Gaimin Gladiators,Gaimin Gladiators
2386599,Dust2,2,Gaimin Gladiators,Fake do Biru,Fake do Biru,Fake do Biru
2386599,Train,3,Gaimin Gladiators,Fake do Biru,Gaimin Gladiators,Fake do Biru
2386597,Nuke,1,ODDIK,RED Canids,ODDIK,ODDIK
2386597,Overpass,2,ODDIK,RED Canids,RED Canids,RED Canids
2386563,Mirage,1,SINNERS,Monte,Monte,Monte
2386563,Dust2,2,SINNERS,Monte,SINNERS,Monte
2386563,Ancient,3,SINNERS,Monte,SINNERS,Monte
2386565,Train,1,ARCRED,Alliance,ARCRED,ARCRED
2386565,Ancient,2,ARCRED,Alliance,ARCRED,Alliance
2386829,Dust2,1,3DMAX,Legacy,Legacy,Legacy
2386829,Nuke,2,3DMAX,Legacy,Legacy,3DMAX
2386829,Inferno,3,3DMAX,Legacy,Legacy,3DMAX
2386830,Mirage,1,Liquid,MIBR,MIBR,Liquid
2386830,Nuke,2,Liquid,MIBR,Liquid,Liquid
2386828,Overpass,1,GamerLegion,Lynn Vision,GamerLegion,Lynn Vision
2386828,Train,2,GamerLegion,Lynn Vision,Lynn Vision,Lynn Vision
2386828,Inferno,3,GamerLegion,Lynn Vision,GamerLegion,Lynn Vision
2386827,Inferno,1,The Huns,Virtus.pro,The Huns,The Huns
2386827,Dust2,2,The Huns,Virtus.pro,The Huns,Virtus.pro
2386825,Dust2,1,HEROIC,B8,B8,HEROIC
2386826,Mirage,1,FaZe,FUT,FaZe,FUT
2386823,Train,1,TYLOO,Fluxo,TYLOO,Fluxo
2386824,Overpass,1,paiN,fnatic,fnatic,fnatic
2386822,Nuke,1,Lynn Vision,MIBR,MIBR,Lynn Vision
2386821,Inferno,1,GamerLegion,Liquid,Liquid,GamerLegion
2386820,Mirage,1,Virtus.pro,Legacy,Legacy,Legacy
2386819,Nuke,1,3DMAX,The Huns,3DMAX,The Huns
2386434,Nuke,1,BetBoom,SINNERS,SINNERS,SINNERS
2386434,Mirage,2,BetBoom,SINNERS,SINNERS,SINNERS
2386732,Ancient,1,1win,Nuclear TigeRES,Nuclear TigeRES,Nuclear TigeRES
2386732,Dust2,2,1win,Nuclear TigeRES,Nuclear TigeRES,1win
2386433,Dust2,1,ECSTATIC,SINNERS,SINNERS,ECSTATIC
2386433,Inferno,2,ECSTATIC,SINNERS,ECSTATIC,SINNERS
2386433,Nuke,3,ECSTATIC,SINNERS,ECSTATIC,SINNERS
2386730,Ancient,1,FAVBET,UNiTY,UNiTY,FAVBET
2386730,Inferno,2,FAVBET,UNiTY,FAVBET,FAVBET
2386781,Dust2,1,9z,BESTIA,BESTIA,9z
2386781,Ancient,2,9z,BESTIA,BESTIA,BESTIA
2386781,Inferno,3,9z,BESTIA,BESTIA,BESTIA
2386781,Nuke,4,9z,BESTIA,BESTIA,9z
2386781,Overpass,5,9z,BESTIA,BESTIA,BESTIA
2386431,Ancient,1,9INE,SINNERS,SINNERS,SINNERS
2386431,Nuke,2,9INE,SINNERS,SINNERS,SINNERS
2385970,Inferno,1,Falcons,Vitality,Falcons,Vitality
2385970,Train,2,Falcons,Vitality,Vitality,Vitality
2385970,Dust2,3,Falcons,Vitality,Vitality,Falcons
2386345,Dust2,1,BetBoom,1win,1win,BetBoom
2386345,Ancient,2,BetBoom,1win,1win,BetBoom
2386215,Overpass,1,PARIVISION,Inner Circle,Inner Circle,PARIVISION
2386215,Mirage,2,PARIVISION,Inner Circle,PARIVISION,PARIVISION
2386215,Ancient,3,PARIVISION,Inner Circle,PARIVISION,PARIVISION
2385969,Ancient,1,MOUZ,FaZe,MOUZ,MOUZ
2385969,Overpass,2,MOUZ,FaZe,MOUZ,MOUZ
2386428,Nuke,1,BetBoom,Johnny Speeds,Johnny Speeds,BetBoom
2386428,Overpass,2,BetBoom,Johnny Speeds,Johnny Speeds,BetBoom
2386428,Mirage,3,BetBoom,Johnny Speeds,Johnny Speeds,BetBoom
2385968,Mirage,1,FaZe,Vitality,FaZe,Vitality
2385968,Inferno,2,FaZe,Vitality,FaZe,FaZe
2385968,Dust2,3,FaZe,Vitality,Vitality,Vitality
2386214,Train,1,Inner Circle,Nemiga,Nemiga,Nemiga
2386214,Mirage,2,Inner Circle,Nemiga,Nemiga,Nemiga
2386213,Mirage,1,PARIVISION,Gentle Mates,Gentle Mates,PARIVISION
2386213,Inferno,2,PARIVISION,Gentle Mates,Gentle Mates,PARIVISION
2385967,Inferno,1,MOUZ,Falcons,MOUZ,Falcons
2385967,Ancient,2,MOUZ,Falcons,MOUZ,Falcons
2386425,Nuke,1,Sashi,Johnny Speeds,Johnny Speeds,Johnny Speeds
2386425,Dust2,2,Sashi,Johnny Speeds,Johnny Speeds,Johnny Speeds
2386776,Dust2,1,BESTIA,ShindeN,ShindeN,ShindeN
2386561,Overpass,1,Alliance,Johnny Speeds,Johnny Speeds,Johnny Speeds
2386561,Inferno,2,Alliance,Johnny Speeds,Alliance,Johnny Speeds
2386561,Nuke,3,Alliance,Johnny Speeds,Alliance,Alliance
2385966,Overpass,1,FURIA,Vitality,Vitality,FURIA
2385966,Inferno,2,FURIA,Vitality,Vitality,Vitality
2385966,Nuke,3,FURIA,Vitality,Vitality,FURIA
2386212,Nuke,1,Gentle Mates,Betclic,Gentle Mates,Betclic
2386212,Train,2,Gentle Mates,Betclic,Gentle Mates,Gentle Mates
2386212,Overpass,3,Gentle Mates,Betclic,Gentle Mates,Gentle Mates
2386555,Dust2,1,FAVBET,Monte,Monte,Monte
2386555,Nuke,2,FAVBET,Monte,FAVBET,Monte
2386555,Ancient,3,FAVBET,Monte,Monte,Monte
2386423,Nuke,1,ECSTATIC,Oramond,Oramond,ECSTATIC
2386423,Train,2,ECSTATIC,Oramond,ECSTATIC,ECSTATIC
2385965,Nuke,1,Spirit,FaZe,FaZe,Spirit
2385965,Mirage,2,Spirit,FaZe,Spirit,FaZe
2386422,Nuke,1,BetBoom,Sangal,BetBoom,Sangal
2386422,Overpass,2,BetBoom,Sangal,Sangal,Sangal
2386422,Ancient,3,BetBoom,Sangal,BetBoom,BetBoom
2386338,Dust2,1,Sashi,CYBERSHOKE,Sashi,Sashi
2386338,Nuke,2,Sashi,CYBERSHOKE,Sashi,Sashi
2386211,Nuke,1,Monte,Inner Circle,Inner Circle,Monte
2386211,Ancient,2,Monte,Inner Circle,Inner Circle,Inner Circle
2385964,Ancient,1,MOUZ,Natus Vincere,Natus Vincere,MOUZ
2385964,Inferno,2,MOUZ,Natus Vincere,Natus Vincere,MOUZ
2385964,Train,3,MOUZ,Natus Vincere,MOUZ,MOUZ
2385963,Inferno,1,3DMAX,Falcons,3DMAX,3DMAX
2385963,Ancient,2,3DMAX,Falcons,3DMAX,3DMAX
2385963,Nuke,3,3DMAX,Falcons,3DMAX,3DMAX
2386547,Ancient,1,CYBERSHOKE,Monte,CYBERSHOKE,Monte
2386547,Nuke,2,CYBERSHOKE,Monte,Monte,Monte
2386547,Train,3,CYBERSHOKE,Monte,Monte,CYBERSHOKE
2386548,Nuke,1,FAVBET,EYEBALLERS,FAVBET,EYEBALLERS
2386548,Overpass,2,FAVBET,EYEBALLERS,EYEBALLERS,EYEBALLERS
2386548,Dust2,3,FAVBET,EYEBALLERS,FAVBET,FAVBET
2386209,Dust2,1,Nemiga,JiJieHao,Nemiga,Nemiga
2386209,Train,2,Nemiga,JiJieHao,JiJieHao,Nemiga
2386209,Ancient,3,Nemiga,JiJieHao,JiJieHao,Nemiga
2386334,Train,1,ECSTATIC,EYEBALLERS,EYEBALLERS,EYEBALLERS
2386334,Ancient,2,ECSTATIC,EYEBALLERS,ECSTATIC,EYEBALLERS
2386334,Dust2,3,ECSTATIC,EYEBALLERS,EYEBALLERS,ECSTATIC
2386723,Ancient,1,Tricked,UNiTY,Tricked,Tricked
2386723,Dust2,2,Tricked,UNiTY,Tricked,Tricked
2386723,Mirage,3,Tricked,UNiTY,UNiTY,Tricked
2386417,Train,1,Sangal,JiJieHao,JiJieHao,Sangal
2386417,Nuke,2,Sangal,JiJieHao,Sangal,Sangal
2386417,Ancient,3,Sangal,JiJieHao,Sangal,Sangal
2386332,Inferno,1,JiJieHao,Johnny Speeds,Johnny Speeds,JiJieHao
2386332,Nuke,2,JiJieHao,Johnny Speeds,JiJieHao,Johnny Speeds
2386332,Mirage,3,JiJieHao,Johnny Speeds,Johnny Speeds,JiJieHao
2386589,Dust2,1,Gaimin Gladiators,ODDIK,ODDIK,Gaimin Gladiators
2386589,Ancient,2,Gaimin Gladiators,ODDIK,Gaimin Gladiators,ODDIK
2386546,Mirage,1,Monte,Sangal,Monte,Monte
2386546,Nuke,2,Monte,Sangal,Monte,Monte
2386546,Ancient,3,Monte,Sangal,Sangal,Monte
2385962,Mirage,1,Aurora,FaZe,Aurora,FaZe
2385962,Train,2,Aurora,FaZe,FaZe,Aurora
2385962,Dust2,3,Aurora,FaZe,FaZe,Aurora
2386720,Dust2,1,Oramond,1win,1win,Oramond
2386720,Mirage,2,Oramond,1win,1win,Oramond
2385961,Inferno,1,G2,3DMAX,G2,G2
2385961,Dust2,2,G2,3DMAX,G2,3DMAX
2386207,Ancient,1,PARIVISION,FAVBET,FAVBET,PARIVISION
2386207,Train,2,PARIVISION,FAVBET,PARIVISION,PARIVISION
2386330,Ancient,1,Tricked,EYEBALLERS,EYEBALLERS,Tricked
2386330,Mirage,2,Tricked,EYEBALLERS,Tricked,EYEBALLERS
2385960,Nuke,1,The MongolZ,Natus Vincere,The MongolZ,Natus Vincere
2385960,Ancient,2,The MongolZ,Natus Vincere,The MongolZ,Natus Vincere
2386415,Ancient,1,ARCRED,Betclic,ARCRED,Betclic
2386415,Mirage,2,ARCRED,Betclic,Betclic,Betclic
2386414,Nuke,1,JiJieHao,Tricked,JiJieHao,Tricked
2386414,Mirage,2,JiJieHao,Tricked,Tricked,JiJieHao
2386531,Dust2,1,CYBERSHOKE,Nemiga,CYBERSHOKE,CYBERSHOKE
2386531,Train,2,CYBERSHOKE,Nemiga,Nemiga,Nemiga
2386533,Ancient,1,Oramond,Sashi,Oramond,Oramond
2386533,Inferno,2,Oramond,Sashi,Sashi,Sashi
2385958,Inferno,1,Vitality,G2,Vitality,Vitality
2385958,Mirage,2,Vitality,G2,G2,G2
2385959,Ancient,1,FaZe,Inner Circle,FaZe,FaZe
2385959,Nuke,2,FaZe,Inner Circle,FaZe,FaZe
2386203,Nuke,1,Sashi,Monte,Monte,Monte
2385956,Inferno,1,3DMAX,MOUZ,MOUZ,MOUZ
2385956,Overpass,2,3DMAX,MOUZ,MOUZ,3DMAX
2385957,Inferno,1,The MongolZ,Gentle Mates,The MongolZ,The MongolZ
2385957,Mirage,2,The MongolZ,Gentle Mates,Gentle Mates,The MongolZ
2386413,Overpass,1,Sangal,SINNERS,Sangal,SINNERS
2386413,Inferno,2,Sangal,SINNERS,SINNERS,SINNERS
2385954,Inferno,1,FURIA,Aurora,FURIA,Aurora
2385954,Mirage,2,FURIA,Aurora,FURIA,Aurora
2385954,Overpass,3,FURIA,Aurora,FURIA,Aurora
2386326,Nuke,1,Johnny Speeds,SINNERS,SINNERS,Johnny Speeds
2386326,Inferno,2,Johnny Speeds,SINNERS,Johnny Speeds,Johnny Speeds
2386326,Mirage,3,Johnny Speeds,SINNERS,SINNERS,SINNERS
2385955,Ancient,1,Natus Vincere,HOTU,Natus Vincere,Natus Vincere
2385955,Train,2,Natus Vincere,HOTU,Natus Vincere,HOTU
2386201,Overpass,1,Betclic,Alliance,Betclic,Betclic
2386201,Nuke,2,Betclic,Alliance,Betclic,Alliance
2386201,Train,3,Betclic,Alliance,Betclic,Betclic
2386649,Dust2,1,FAVBET,1win,FAVBET,1win
2386649,Inferno,2,FAVBET,1win,1win,1win
2385952,Ancient,1,MOUZ,Falcons,MOUZ,MOUZ
2385952,Inferno,2,MOUZ,Falcons,MOUZ,MOUZ
2385952,Nuke,3,MOUZ,Falcons,MOUZ,Falcons
2386456,Train,1,ARCRED,Johnny Speeds,Johnny Speeds,Johnny Speeds
2386456,Inferno,2,ARCRED,Johnny Speeds,Johnny Speeds,Johnny Speeds
2386456,Mirage,3,ARCRED,Johnny Speeds,ARCRED,Johnny Speeds
2386410,Nuke,1,SINNERS,JiJieHao,SINNERS,SINNERS
2386410,Dust2,2,SINNERS,JiJieHao,JiJieHao,JiJieHao
2385953,Dust2,1,Spirit,G2,Spirit,G2
2385953,Mirage,2,Spirit,G2,Spirit,Spirit
2386461,Overpass,1,HOTU,Sangal,Sangal,Sangal
2385950,Inferno,1,The MongolZ,GamerLegion,The MongolZ,GamerLegion
2385950,Ancient,2,The MongolZ,GamerLegion,The MongolZ,The MongolZ
2385950,Nuke,3,The MongolZ,GamerLegion,The MongolZ,GamerLegion
2386324,Inferno,1,FAVBET,EYEBALLERS,EYEBALLERS,EYEBALLERS
2386324,Overpass,2,FAVBET,EYEBALLERS,FAVBET,EYEBALLERS
2386324,Train,3,FAVBET,EYEBALLERS,EYEBALLERS,EYEBALLERS
2385951,Ancient,1,Astralis,FaZe,FaZe,FaZe
2385951,Dust2,2,Astralis,FaZe,FaZe,FaZe
2385948,Inferno,1,3DMAX,Natus Vincere,3DMAX,3DMAX
2385948,Train,2,3DMAX,Natus Vincere,3DMAX,Natus Vincere
2385948,Nuke,3,3DMAX,Natus Vincere,3DMAX,3DMAX
2386646,Dust2,1,Oramond,FORZE Reload,FORZE Reload,FORZE Reload
2386646,Nuke,2,Oramond,FORZE Reload,FORZE Reload,Oramond
2386646,Ancient,3,Oramond,FORZE Reload,Oramond,FORZE Reload
2385949,Mirage,1,Inner Circle,FURIA,FURIA,FURIA
2385949,Overpass,2,Inner Circle,FURIA,FURIA,FURIA
2386407,Inferno,1,ARCRED,EYEBALLERS,ARCRED,EYEBALLERS
2386407,Ancient,2,ARCRED,EYEBALLERS,EYEBALLERS,EYEBALLERS
2386407,Mirage,3,ARCRED,EYEBALLERS,EYEBALLERS,EYEBALLERS
2385947,Nuke,1,Gentle Mates,Aurora,Aurora,Aurora
2385947,Train,2,Gentle Mates,Aurora,Gentle Mates,Aurora
2385946,Overpass,1,Vitality,HOTU,HOTU,Vitality
2385946,Dust2,2,Vitality,HOTU,HOTU,Vitality
2386668,Dust2,1,fnatic,9INE,9INE,9INE
2386668,Inferno,2,fnatic,9INE,9INE,9INE
2386668,Ancient,3,fnatic,9INE,9INE,9INE
2386668,Overpass,4,fnatic,9INE,fnatic,fnatic
2386668,Train,5,fnatic,9INE,fnatic,fnatic
2386402,Overpass,1,RED Canids,MIBR,MIBR,RED Canids
2386402,Mirage,2,RED Canids,MIBR,MIBR,RED Canids
2386402,Ancient,3,RED Canids,MIBR,MIBR,MIBR
2386402,Nuke,4,RED Canids,MIBR,RED Canids,RED Canids
2386402,Train,5,RED Canids,MIBR,MIBR,MIBR
2386667,Train,1,OG,ECSTATIC,OG,ECSTATIC
2386667,Ancient,2,OG,ECSTATIC,ECSTATIC,OG
2386667,Nuke,3,OG,ECSTATIC,OG,OG
2386666,Ancient,1,9INE,ECSTATIC,ECSTATIC,ECSTATIC
2386666,Nuke,2,9INE,ECSTATIC,9INE,9INE
2386666,Inferno,3,9INE,ECSTATIC,ECSTATIC,9INE
2386448,Nuke,1,SINNERS,CYBERSHOKE,CYBERSHOKE,SINNERS
2386448,Dust2,2,SINNERS,CYBERSHOKE,SINNERS,SINNERS
2385944,Train,1,FaZe,3DMAX,FaZe,FaZe
2385944,Dust2,2,FaZe,3DMAX,FaZe,FaZe
2385945,Train,1,FURIA,G2,G2,G2
2385945,Dust2,2,FURIA,G2,G2,FURIA
2386401,Mirage,1,ShindeN,Fluxo,Fluxo,ShindeN
2386401,Inferno,2,ShindeN,Fluxo,Fluxo,ShindeN
2386404,Overpass,1,Johnny Speeds,Sangal,Sangal,Sangal
2386404,Inferno,2,Johnny Speeds,Sangal,Johnny Speeds,Sangal
2386404,Mirage,3,Johnny Speeds,Sangal,Johnny Speeds,Sangal
2386665,Ancient,1,OG,fnatic,OG,OG
2386665,Mirage,2,OG,fnatic,OG,fnatic
2385943,Overpass,1,Vitality,GamerLegion,Vitality,Vitality
2385943,Dust2,2,Vitality,GamerLegion,Vitality,Vitality
2385942,Overpass,1,Spirit,HOTU,HOTU,Spirit
2385942,Dust2,2,Spirit,HOTU,Spirit,HOTU
2385941,Nuke,1,Aurora,Astralis,Astralis,Aurora
2385941,Train,2,Aurora,Astralis,Astralis,Astralis
2385941,Overpass,3,Aurora,Astralis,Astralis,Aurora
2385940,Inferno,1,MOUZ,Gentle Mates,MOUZ,MOUZ
2385940,Mirage,2,MOUZ,Gentle Mates,MOUZ,Gentle Mates
2386319,Ancient,1,Tricked,1win,Tricked,1win
2386319,Train,2,Tricked,1win,1win,1win
2386319,Inferno,3,Tricked,1win,Tricked,1win
2385939,Dust2,1,The MongolZ,Inner Circle,The MongolZ,The MongolZ
2385939,Mirage,2,The MongolZ,Inner Circle,Inner Circle,The MongolZ
2385938,Nuke,1,Falcons,Natus Vincere,Falcons,Falcons
2385938,Ancient,2,Falcons,Natus Vincere,Natus Vincere,Falcons
2386405,Mirage,1,Oramond,CYBERSHOKE,Oramond,CYBERSHOKE
2386405,Nuke,2,Oramond,CYBERSHOKE,Oramond,Oramond
2386664,Nuke,1,ECSTATIC,Sharks,ECSTATIC,Sharks
2386664,Inferno,2,ECSTATIC,Sharks,ECSTATIC,Sharks
2386399,Dust2,1,MIBR,Fluxo,MIBR,Fluxo
2386399,Inferno,2,MIBR,Fluxo,MIBR,MIBR
2386399,Ancient,3,MIBR,Fluxo,MIBR,Fluxo
2386661,Overpass,1,fnatic,BIG,BIG,BIG
2386661,Mirage,2,fnatic,BIG,fnatic,BIG
2386661,Inferno,3,fnatic,BIG,BIG,fnatic
2386400,Mirage,1,ShindeN,RED Canids,RED Canids,RED Canids
2386400,Nuke,2,ShindeN,RED Canids,RED Canids,RED Canids
2386662,Inferno,1,OG,Wildcard,OG,Wildcard
2386662,Ancient,2,OG,Wildcard,OG,OG
2386662,Overpass,3,OG,Wildcard,Wildcard,OG
2386397,Train,1,Imperial,Fluxo,Imperial,Fluxo
2386397,Overpass,2,Imperial,Fluxo,Imperial,Imperial
2386397,Mirage,3,Imperial,Fluxo,Imperial,Fluxo
2386658,Inferno,1,9INE,9z,9INE,9INE
2386658,Ancient,2,9INE,9z,9z,9z
2386658,Train,3,9INE,9z,9INE,9z
2386398,Inferno,1,MIBR,ODDIK,ODDIK,MIBR
2386398,Ancient,2,MIBR,ODDIK,MIBR,ODDIK
2386362,Nuke,1,Betclic,Tricked,Tricked,Tricked
2386362,Train,2,Betclic,Tricked,Tricked,Betclic
2386362,Mirage,3,Betclic,Tricked,Betclic,Betclic
2386660,Dust2,1,ECSTATIC,Bounty Hunters,ECSTATIC,ECSTATIC
2386660,Train,2,ECSTATIC,Bounty Hunters,Bounty Hunters,ECSTATIC
